recipe_name,prep_time,cook_time,total_time,ingredients_list,direction_list,calories,grams_of_fat,grams_of_carbs,grams_of_protein
Roast Potatoes,10 mins,20 mins,30 mins,"red potatoes, cut into quarters,vegetable oil,salt,freshly ground black pepper,dried rosemary, crushed"," Preheat the oven to 450 degrees F (250 degrees C) and gather all ingredients.
,Dotdash Meredith Food Studios, Place potatoes in a large roasting pan and toss with oil, salt, pepper, and rosemary until evenly coated.
,Dotdash Meredith Food Studios, Spread out potatoes in a single layer.
,Dotdash Meredith Food Studios, Bake, stirring occasionally, in the preheated oven until tender, about 20 minutes. Serve warm.
,Dotdash Meredith Food Studios, Serve hot and enjoy!
,DOTDASH MEREDITH FOOD STUDIOS ",227,7g ,36g ,4g 
Pinakbet,15 mins,30 mins,45 mins,"olive oil,onion, chopped,garlic, minced,pork loin, chopped,peeled and deveined prawns,salt and pepper to taste,tomato, chopped,zucchini, seeded and cut into bite-size pieces,fresh okra, ends trimmed,fresh green beans, trimmed,eggplant, cut into bite-size pieces,bitter melon, cut into bite-size pieces"," Heat oil in a large pot over medium heat; stir in onion and garlic and cook until tender, about 5 minutes.
,Dotdash Meredith Food Studios, Add pork; cook and stir until browned, 5 to 7 minutes.
,Dotdash Meredith Food Studios, Add prawns; cook and stir until they turn pink, about 5 minutes.
,Dotdash Meredith Food Studios, Stir in tomato; season with salt and pepper, cover and simmer for 5 minutes.
,Dotdash Meredith Food Studios, Stir in zucchini, okra, green beans, eggplant, and bitter melon; cover and cook until the vegetables are tender, about 10 minutes.
",184,10g ,9g ,14g 
The Best Lemon Vinaigrette,10 mins,10 mins,8 ,"red wine vinegar,Dijon mustard, or to taste,garlic, minced,dried oregano,kosher salt,ground black pepper,olive oil,fresh lemon juice"," Gather all ingredients.
,Dotdash Meredith Food Studios, Whisk red wine vinegar, Dijon mustard, garlic, oregano, salt, and pepper together in a small bowl.
,Dotdash Meredith Food Studios, Slowly stream olive oil into vinegar mixture, whisking continuously, until well combined.
,Dotdash Meredith Food Studios, Add lemon juice and whisk to combine.
,Dotdash Meredith Food Studios, Pour vinaigrette into a screw-top jar or bottle; seal. Shake before serving.
,Dotdash Meredith Food Studios",128,14g ,2g ,0g 
Roasted Onions,10 mins,25 mins,35 mins,"yellow onions,olive oil,salt and ground black pepper to taste,balsamic vinegar"," Gather all ingredients. Adjust the oven rack to the lowest position; preheat the oven to 425 degrees F (220 degrees C).
,Dotdash Meredith Food Studios, Peel onions and cut in half.
,Dotdash Meredith Food Studios, Toss onion halves with oil and season generously with salt and pepper.
,Dotdash Meredith Food Studios, Place onions, cut-sides down, on a rimmed baking sheet.
,Dotdash Meredith Food Studios, Roast in the preheated oven until onions are tender and the cut surfaces are golden brown, 25 to 30 minutes.
,Dotdash Meredith Food Studios, Remove from the oven and adjust seasonings if necessary. Drizzle with balsamic vinegar to serve.
,Dotdash Meredith Food Studios",54,3g ,6g ,1g 
Simple Broccolini,10 mins,5 mins,15 mins,"broccolini,olive oil,garlic, minced,lemon wedge,red pepper flakes (Optional),salt and ground black pepper to taste"," Place broccolini in a large skillet with about 2 inches of water; bring to a boil and cook until bright green, 1 to 2 minutes. Drain.
,Dotdash Meredith Food Studios, Heat olive oil in the same skillet over medium heat. Stir in garlic and cook until golden and fragrant, 1 to 2 minutes. Add broccolini; cook and stir until heated through, 2 to 3 minutes.
,Dotdash Meredith Food Studios, Squeeze lemon juice over broccoli and season with red pepper flakes, salt, and pepper.
,Dotdash Meredith Food Studios",218,14g ,18g ,8g 
Herb Rubbed Sirloin Tip Roast,15 mins, 1 hr,30 mins,"paprika,kosher salt,garlic powder,ground black pepper,onion powder,ground cayenne pepper,dried oregano,dried thyme,olive oil,sirloin tip roast"," Gather all ingredients.
,Dotdash Meredith Food Studios, Mix paprika, kosher salt, garlic powder, black pepper, onion powder, cayenne pepper, oregano, and thyme in a small bowl.
,Dotdash Meredith Food Studios, Stir in olive oil; allow mixture to sit for about 15 minutes.
,Dotdash Meredith Food Studios, Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil.
,Dotdash Meredith Food Studios, Place roast on the prepared baking sheet. Rub spice mixture all over roast.
,Dotdash Meredith Food Studios, Roast in the preheated oven until an instant-read thermometer inserted into the center reads at least 145 degrees F (63 degrees C), about 1 hour.
,Dotdash Meredith Food Studios, Let sit 15 minutes before slicing.
,Dotdash Meredith Food Studios",394,25g ,2g ,38g 
Santa Maria Grilled Tri-Tip Beef,20 mins,25 mins, 4 hrs 30 mins,"salt,freshly ground black pepper,garlic powder,paprika,onion powder,dried rosemary,cayenne pepper,beef tri-tip roast,red wine vinegar,vegetable oil,crushed garlic,Dijon mustard"," Gather the ingredients.
,Dotdash Meredith Food Studios, Stir salt, black pepper, garlic powder, paprika, onion powder, rosemary, and cayenne pepper together in a bowl.
,Dotdash Meredith Food Studios, Place tri-tip in a glass baking dish and coat on all sides with spice mixture. Cover the dish with plastic wrap and refrigerate for 4 hours.
,Dotdash Meredith Food Studios, Combine vinegar, vegetable oil, crushed garlic, and Dijon mustard in a sealable container. Cover the container and shake until ingredients are blended.
,Dotdash Meredith Food Studios, Remove tri-tip from the refrigerator. Let sit uncovered at room temperature for 30 minutes.
, Preheat an outdoor grill for high heat; lightly oil the grates.
, Place tri-tip on the preheated grill and brush with vinegar mixture. Cook for 4 minutes, flip, and baste. Flip and baste every 4 minutes until tri-tip starts to firm up and is reddish-pink and juicy in the center, 25 to 30 minutes total. An instant-read thermometer inserted into the center should read 130 degrees F (54 degrees C).
,Dotdash Meredith Food Studios, Let rest for at least 10 minutes before slicing.
,Dotdash Meredith Food Studios",452,24g ,4g ,53g 
Dry Onion Soup Mix,5 mins,5 mins,4 ,"dried onion flakes,low-sodium beef bouillon granules,onion powder,parsley flakes,celery seed,paprika,ground black pepper"," Gather all ingredients.
,Dotdash Meredith Food Studios, Stir onion flakes, beef bouillon granules, onion powder, parsley flakes, celery seed, paprika, and black pepper together in a bowl. Use as a substitute for a 1-ounce envelope of dry onion soup mix.
,Dotdash Meredith Food Studios",34,1g ,5g ,2g 
Southern-Style Neck Bones,15 mins, 2 hrs 45 mins, 3 hrs,"onions, roughly chopped,garlic, roughly chopped,water,distilled white vinegar,pork neck bones,salt,ground black pepper"," Preheat the oven to 375 degrees F (190 degrees C).
, Sprinkle 3/4 of the chopped onions and 3/4 of the chopped garlic into the bottom of a roasting pan; pour in water and vinegar. Season neck bones with salt and pepper and place in the roasting pan. Sprinkle remaining onions and garlic over top and cover the roasting pan tightly with aluminum foil.
,Dotdash Meredith Food Studios,Dotdash Meredith Food Studios, Bake in the preheated oven for 2 hours, basting every 30 minutes and recovering with the foil every time you baste.
,Dotdash Meredith Food Studios, Remove the foil and continue cooking until neck bones are golden brown, about 45 more minutes.
,Dotdash Meredith Food Studios",1134,102g ,10g ,42g 
Best Salmon Bake,15 mins,20 mins,35 mins,"salmon fillet, halved,tomato, chopped,green onions, chopped,salt,pepper"," Gather all ingredients.
,Dotdash Meredith Food Studios , Preheat the oven to 350 degrees F (175 degrees C).
, Place salmon on a lightly oiled sheet pan or in a shallow baking dish, folding under thin outer edges of fillets for even cooking.
,Dotdash Meredith Food Studios , Top salmon with chopped tomatoes and green onions, and season with salt and pepper.
,Dotdash Meredith Food Studios , Cook salmon in the preheated oven, uncovered, until fish flakes easily with a fork, about 20 minutes.
,DOTDASH MEREDITH FOOD STUDIOS ",386,22g ,5g ,40g 
Grilled Beef Tenderloin with Herb-Garlic-Pepper Coating,15 mins,45 mins,25 mins,"whole beef tenderloin,garlic cloves, minced,olive oil,minced fresh rosemary,coarsely ground black pepper,dried thyme leaves,salt"," Gather the ingredients.
,Dotdash Meredith Food Studios, Use a sharp knife or scissors to remove silverskin and trim excess fat from tenderloin. Fold the thinner end under to approximate the thickness of the rest of the roast and tie with butcher's twine to secure. Tie tenderloin in 1 1/2- to 2-inch intervals to help it keep its shape during cooking.
,Dotdash Meredith Food Studios, Mix together garlic, oil, rosemary, pepper, thyme, and salt in a small bowl; rub over tenderloin to coat. Let sit while you preheat the grill.
,Dotdash Meredith Food Studios, Light a charcoal fire in one half of a charcoal grill or preheat a gas grill to high for 10 minutes and lightly oil the grate.
, Place tenderloin on the hot grill and close the lid. Grill until well-seared, about 5 minutes. Flip and repeat on the other side.
,Dotdash Meredith Food Studios, Move tenderloin to the cool side of the charcoal grill, or if using a gas grill, turn off the burner directly underneath the tenderloin and turn the remaining one or two burners (depending on grill style) to medium. Cook until rosy pink and a meat thermometer inserted in the thickest section registers 130 degrees F (54 degrees C), 45 to 60 minutes. Cook time will depend on tenderloin size and grill.
, Let tenderloin rest 15 minutes before carving.
,Dotdash Meredith Food Studios",509,40g ,1g ,34g 
Easy Garlic Kale,7 mins,8 mins,15 mins,"kale,olive oil,minced garlic"," Gather all ingredients.
,Dotdash Meredith Food Studios, Soak kale leaves in a large bowl of water until dirt and sand begin to fall to the bottom, about 2 minutes. Lift kale from the bowl without drying the leaves and immediately remove and discard stems. Chop the kale leaves into 1-inch pieces.
,Dotdash Meredith Food Studios, Heat olive oil in a large skillet over medium heat; cook and stir garlic until sizzling, about 1 minute. Add kale to the skillet and place a cover over the top.
, Cook, stirring occasionally with tongs, until kale is bright green and slightly tender, 5 to 7 minutes.
,Dotdash Meredith Food Studios, Enjoy!
,DOTDASH MEREDITH FOOD STUDIOS ",87,4g ,11g ,4g 
"Daddy Eddie's Roast Pork (Pernil), Puerto Rican-Style",15 mins, 4 hrs, 9 hrs,"garlic, or more to taste,olive oil,white vinegar,dried oregano,salt,ground black pepper,pork shoulder, trimmed of excess fat"," Gather all ingredients.
,Dotdash Meredith Food Studios, Combine garlic cloves, olive oil, vinegar, oregano, salt, and black pepper in a mortar and pestle; mash into a paste.
,Dotdash Meredith Food Studios, Cut deep slits into pork with a small knife. Stuff slits with garlic paste; rub any remaining paste over pork.
,Dotdash Meredith Food Studios, Place pork in a plastic roasting bag and put in a roasting pan with a rack. Let marinate in the refrigerator, 8 to 48 hours.
,Dotdash Meredith Food Studios, Take pork out of the refrigerator, uncover, and bring to room temperature, 1 to 2 hours.
, Preheat the oven to 300 degrees F (150 degrees C).
, Roast pork skin-side down in the preheated oven until golden-brown, about 2 hours.
,Dotdash Meredith Food Studios, Flip pork and continue roasting, skin-side up, until juices run clear and an instant-read thermometer inserted into the center reads at least 145 degrees F (63 degrees C), 2 to 4 hours more.
,Dotdash Meredith Food Studios",355,24g ,2g ,32g 
Slow Cooker Baked Potatoes,10 mins, 4 hrs 30 mins, 4 hrs 40 mins,"baking potatoes, well scrubbed,extra virgin olive oil,kosher salt to taste,aluminum foil"," Gather all ingredients.
,Dotdash Meredith Food Studios, Prick potatoes with a fork several times, then rub with olive oil and season with salt.
,Dotdash Meredith Food Studios, Wrap tightly in foil and place into the slow cooker.
,Dotdash Meredith Food Studios, Cook until tender, on Low for 7 1/2 hours or on High for 4 1/2 to 5 hours.
,Dotdash Meredith Food Studios, Serve with your choice of toppings and enjoy!
,Dotdash Meredith Food Studios",254,4g ,51g ,6g 
Baked Fresh Rainbow Trout,10 mins,20 mins,30 mins,"olive oil, divided,whole rainbow trout, gutted and cleaned, heads and tails still on,dried dill weed,dried thyme,salt to taste,onion, sliced,lemon (Optional),hot water,ground black pepper to taste"," Preheat the oven to 400 degrees F (200 degrees C). Grease a 9x13-inch baking dish with 1 teaspoon olive oil.
, Place trout in the prepared baking dish and coat with remaining olive oil. Gather the seasoning ingredients.
,Dotdash Meredith Food Studios, Season inside and outside of fish with dill, thyme, and salt. Stuff each fish with onion slices; grind pepper on top. Place 1 lemon slice on each fish.
,Dotdash Meredith Food Studios, Bake in the preheated oven for 10 minutes; add hot water to dish. Continue baking until fish flakes easily with a fork, about 10 minutes more.
,Dotdash Meredith Food Studios, Serve hot and enjoy!
,DOTDASH MEREDITH FOOD STUDIOS ",373,15g ,2g ,54g 
Spicy Grilled Shrimp,15 mins,5 mins,20 mins,"garlic,coarse salt,paprika,cayenne pepper,olive oil,lemon juice,large shrimp, peeled and deveined,lemon, for garnish"," Gather the ingredients. Preheat a grill for medium heat.
,A platter of spicy grilled shrimp served with lemon wedges, Crush garlic and salt together in a small bowl with a fork.
,Dotdash Meredith Food Studios, Mix in paprika and cayenne. Stir in olive oil and lemon juice to form a paste.
,Dotdash Meredith Food Studios, Combine garlic paste and shrimp in a large bowl and toss until shrimp are evenly coated.
,Dotdash Meredith Food Studios, Lightly oil the grill grate. Grill shrimp until opaque, 2 to 3 minutes per side.
,Dotdash Meredith Food Studios, Transfer to a serving dish, garnish with lemon wedges, and serve.
,Dotdash Meredith Food Studios",164,6g ,3g ,25g 
